nom,dirigeant,adresse,code_postal,commune,departement,region,naf,siret,site_web,email,telephone,source
SOCIETE AMELIORATION RENOVATION HABITAT (SARH),Michel Bergerot,25 AVENUE DES LILAS 77290 MITRY-MORY,77290,MITRY-MORY,77,Île-de-France,43.32A,33333851500013,,,,sirene
GIORDA BAUDON,David Destremaut,11 RUE GAMBETTA 91120 PALAISEAU,91120,PALAISEAU,91,Île-de-France,43.32A,32322467500021,,,,sirene
SARL ROY (ROY SAS),,5 AVENUE DU BOIS DES ROCHES 91190 GIF-SUR-YVETTE,91190,GIF-SUR-YVETTE,91,Île-de-France,43.32A,34740022800016,,,,sirene
CLOISONS PLAFONDS MENUISERIE GENERALE (CPMG),,33 AVENUE CLAUDE DEBUSSY 92110 CLICHY,92110,CLICHY,92,Île-de-France,43.32A,34745644400020,,,,sirene
JEAN JAY,Jean Jay,28 RUE CROIX DES PETITS CHAMPS 75001 PARIS,75001,PARIS,75,Île-de-France,43.32A,34758082100010,,,,sirene
MIROITERIE AV,,85 RUE RENE LEGROS 91600 SAVIGNY-SUR-ORGE,91600,SAVIGNY-SUR-ORGE,91,Île-de-France,43.32A,34237590400014,,,,sirene
CLIP SERVICES,Thierry Enaux,8 RUE DE BONNIVEAU 91410 DOURDAN,91410,DOURDAN,91,Île-de-France,43.32A,30852886800026,,,,sirene
GERARD PIPEREL,Gerard Piperel,CHEMIN DES MARATS 91590 CERNY,91590,CERNY,91,Île-de-France,43.32A,32047004000033,,,,sirene
GROUPEMENT AMENAGEMENT ISOLATION FERMETURES (GAIF),Christian Noel,107 RUE DE BUZENVAL 92380 GARCHES,92380,GARCHES,92,Île-de-France,43.32A,32081418900058,,,,sirene
BLANDIN STORES ET FERMETURES (BSF),Dominique Germain,189 RUE D'AUBERVILLIERS 75019 PARIS,75019,PARIS,75,Île-de-France,43.32A,30539141900036,,,,sirene
ARBONIS,Arnaud Lefebvre,4 RUE JACQUES DAGUERRE 92500 RUEIL-MALMAISON,92500,RUEIL-MALMAISON,92,Île-de-France,43.91A,79582006700143,,,,sirene
RGO (BUREAU FRANCAIS POUR LA PERFORMANCE ENERGETIQUE (BFPE)),Clementine Emerit,3 B RUE TAYLOR 75010 PARIS,75010,PARIS,75,Île-de-France,43.91A,84436737500038,,,,sirene
PHARMABOIS,,162 RUE DU FAUBOURG SAINT-DENIS 75010 PARIS,75010,PARIS,75,Île-de-France,43.91A,49457422100086,,,,sirene
AUX CHARPENTIERS DE FRANCE (ACDF),Bertrand Delaunay,7 AVENUE D’OUESSANT 91140 VILLEBON-SUR-YVETTE,91140,VILLEBON-SUR-YVETTE,91,Île-de-France,43.91A,30713142500026,,,,sirene
SPANTECH SAS,,32 BOULEVARD DE STRASBOURG 75010 PARIS,75010,PARIS,75,Île-de-France,43.91A,53301267000014,,,,sirene
M.G. BATIMENT (M.G.BATIMENT),Gerard Mattmuller,67 AVENUE GAMBETTA 94100 SAINT-MAUR-DES-FOSSES,94100,SAINT-MAUR-DES-FOSSES,94,Île-de-France,43.91A,53089387400012,,,,sirene
MLSL (MLSL),Sergio Ferreira silva mota,5 AVENUE DE LONDRES 77290 MITRY-MORY,77290,MITRY-MORY,77,Île-de-France,43.91A,50129544800028,,,,sirene
ARCADES COUVERTURE,,5 B AVENUE GABRIELLE 92500 RUEIL-MALMAISON,92500,RUEIL-MALMAISON,92,Île-de-France,43.91A,88490243800016,,,,sirene
HERVOUET,Valentin Poirier,24 RUE ROUGET DE LISLE 93500 PANTIN,93500,PANTIN,93,Île-de-France,43.91A,39472273000055,,,,sirene
ARCADIA,Frank Droze,30 AVENUE ROBERT SURCOUF 78960 VOISINS-LE-BRETONNEUX,78960,VOISINS-LE-BRETONNEUX,78,Île-de-France,43.91A,40522105200021,,,,sirene
PARENT ET FILS,Xavier Parent,31 RUE JULIEN CHAILLIOUX 94260 FRESNES,94260,FRESNES,94,Île-de-France,43.91A,45124639100044,,,,sirene
DELAGE BOIS (DELAGE BOIS),Eric Delage,64 AVENUE DU BOIS 92190 MEUDON,92190,MEUDON,92,Île-de-France,43.91A,50065113800025,,,,sirene
BOISEA CHARPENTE & MAISONS BOIS (BOISEA CHARPENTE & MAISONS BOIS),Benoit Bontoux,FABRIQUE 21 120 AVENUE DU PORT 78955 CARRIERES-SOUS-POISSY,78955,CARRIERES-SOUS-POISSY,78,Île-de-France,43.91A,49171947200053,,,,sirene
TOM BEAUTOUR,Tom Beautour,59 AVENUE DES HORTENSIAS 93370 MONTFERMEIL,93370,MONTFERMEIL,93,Île-de-France,43.91A,49210871700033,,,,sirene
AMELIE HABITAT,Stephane Bouyer,94 AVENUE EUGENE VARLIN 77270 VILLEPARISIS,77270,VILLEPARISIS,77,Île-de-France,43.91A,49289944800012,,,,sirene
ISOTECH (ISOTECH),Milenko Reljic,50 RUE DE L'ARBRE SEC 75001 PARIS,75001,PARIS,75,Île-de-France,43.91A,83361397900016,,,,sirene
ARTHUR HUBERT (HUBERT),Arthur Hubert,8 CHEMIN DES LAVANDIERES 91890 VIDELLES,91890,VIDELLES,91,Île-de-France,43.91A,83962277600012,,,,sirene
MP RENOVATION (MP RENOVATION),Xavier Morel,36 RUE DU PANORAMA 77670 VERNOU-LA-CELLE-SUR-SEINE,77670,VERNOU-LA-CELLE-SUR-SEINE,77,Île-de-France,43.91A,79817918000046,,,,sirene
BOIS CAILLOUX,Quentin Anne,1 GRANDE RUE 95000 BOISEMONT,95000,BOISEMONT,95,Île-de-France,43.91A,91997524300016,,,,sirene
DHP CHARPENTE,Thibault D'haillecourt,67 RUE SAINT-JACQUES 75005 PARIS,75005,PARIS,75,Île-de-France,43.91A,93260901900017,,,,sirene
FROT CHARPENTE,Dimitri Frot,2 CHEMIN DE PONT CHEVRON 77167 BAGNEAUX-SUR-LOING,77167,BAGNEAUX-SUR-LOING,77,Île-de-France,43.91A,91858887200013,,,,sirene
LDR CONFORT,Helder Fonseca lopes,46 BIS 46 B AVENUE DU MIDI 94100 SAINT-MAUR-DES-FOSSES,94100,SAINT-MAUR-DES-FOSSES,94,Île-de-France,43.91A,49945225800019,,,,sirene
HTB BAT,Hikmet Turk,CHE DE LA FORGE 95650 PUISEUX-PONTOISE,95650,PUISEUX-PONTOISE,95,Île-de-France,43.91A,49190756400026,,,,sirene
P C C M,Serge Martin,ZI DU PETIT PARC 28 RES DES FONTENELLES 78920 ECQUEVILLY,78920,ECQUEVILLY,78,Île-de-France,43.91A,32958222500051,,,,sirene
BF - TRADIBOIS,Francesco Barberi,17 RUE RONSARD 95550 BESSANCOURT,95550,BESSANCOURT,95,Île-de-France,43.91A,81165717000015,,,,sirene
PAULO MACHADO SAMPAIO (M S P),Paulo Machado sampaio,30 RUE JEAN POULMARCH 95100 ARGENTEUIL,95100,ARGENTEUIL,95,Île-de-France,43.91A,44917176800053,,,,sirene
BELKOR,,118 A 130 CHEZ SOFRADOM 118 AVENUE JEAN JAURES 75019 PARIS,75019,PARIS,75,Île-de-France,43.91A,45051546500018,,,,sirene
BERNARD DOUARRE,Bernard Douarre,2 RUE JACQUES DESCHAMPS 78270 BONNIERES-SUR-SEINE,78270,BONNIERES-SUR-SEINE,78,Île-de-France,43.91A,51091576200015,,,,sirene
KEVIN DORQUELLE (SD TOITURE),Kevin Dorquelle,5 B RUE DE LA PAIX 77500 CHELLES,77500,CHELLES,77,Île-de-France,43.91A,53050295400049,,,,sirene
DUJARDIN LES TOITURES DE PARIS,Jason Dujardin,6-8 6 RUE DU QUATRE SEPTEMBRE 92130 ISSY-LES-MOULINEAUX,92130,ISSY-LES-MOULINEAUX,92,Île-de-France,43.91A,88437609600019,,,,sirene
CLAUDE SERVILUS,Claude Servilus,23 AVENUE DE LA LIBERTE 95190 GOUSSAINVILLE,95190,GOUSSAINVILLE,95,Île-de-France,43.91A,83949415000015,,,,sirene
CCTR,Remi Dubos,69 RUE DES MIMOSAS 93460 GOURNAY-SUR-MARNE,93460,GOURNAY-SUR-MARNE,93,Île-de-France,43.91A,88102559700017,,,,sirene
RIHOUSE,Issam Bakir,"BATIMENT A, ESCALIER 1 49 BOULEVARD DE STALINGRAD 94320 THIAIS",94320,THIAIS,94,Île-de-France,43.91A,90506803700019,,,,sirene
ELLIOT AIGUILLE (TOITURE DETECTION),Elliot Aiguille,31 RUE DU CHEMIN VERT 75011 PARIS,75011,PARIS,75,Île-de-France,43.91A,84477929800018,,,,sirene
DJIM FALCK,Djim Falck,1 AVENUE DES IRIS 93370 MONTFERMEIL,93370,MONTFERMEIL,93,Île-de-France,43.91A,32040545900027,,,,sirene
MEHA,Julien Meha,19 RUE GABRIEL PERI 94460 VALENTON,94460,VALENTON,94,Île-de-France,43.91A,32139450400054,,,,sirene
DAMIEN DA SILVA (DA SILVA) (DSV CHARPENTE ET BOIS),Damien Da silva,4 CHEMIN DES MARAIS 77540 ROZAY-EN-BRIE,77540,ROZAY-EN-BRIE,77,Île-de-France,43.91A,10095958400010,,,,sirene
ERIC POVARCIUC,Eric Povarciuc,26 RUE EDMOND LEFEBVRE 91200 ATHIS-MONS,91200,ATHIS-MONS,91,Île-de-France,43.91A,10128746400016,,,,sirene
EURL MONTEIRO,Georges Monteiro,60 RUE FRANCOIS IER 75008 PARIS,75008,PARIS,75,Île-de-France,43.91A,10153409700015,,,,sirene
DANIEL ROMEIRO,Daniel Romeiro,5 ALLEE BEAUMARCHAIS 93320 LES PAVILLONS-SOUS-BOIS,93320,LES PAVILLONS-SOUS-BOIS,93,Île-de-France,43.91A,31482187700052,,,,sirene
NICOLAE MAXIAN,Nicolae Maxian,BAT 48 48 RUE PAUL BOURGET 95120 ERMONT,95120,ERMONT,95,Île-de-France,43.91A,10396368200010,,,,sirene
PAULO DA CRUZ PEREIRA,Paulo Da cruz pereira,129 AVENUE MAURICE UTRILLO 95360 MONTMAGNY,95360,MONTMAGNY,95,Île-de-France,43.91A,41046998500031,,,,sirene
JEAN CAM,Jean Cam,12 RUE DE BOUGAINVILLE 77550 LIMOGES-FOURCHES,77550,LIMOGES-FOURCHES,77,Île-de-France,43.91A,41188855500017,,,,sirene
YANNICK BEUVET,Yannick Beuvet,37 BOULEVARD DE VALMY 92700 COLOMBES,92700,COLOMBES,92,Île-de-France,43.91A,39343230700030,,,,sirene
BATI C.M,,9 IMPASSE DES PIERRELAYES 78130 LES MUREAUX,78130,LES MUREAUX,78,Île-de-France,43.91A,52456258400010,,,,sirene
GENERALE M.C.C,,168 B AVENUE PIERRE SEMARD 95400 VILLIERS-LE-BEL,95400,VILLIERS-LE-BEL,95,Île-de-France,43.91A,52462509200027,,,,sirene
AM DECORDIER,Arnaud Decordier,53 RUE DE MELUN 77240 SEINE-PORT,77240,SEINE-PORT,77,Île-de-France,43.91A,52513481300027,,,,sirene
EXPERT CHARPENTE,Bahri Deniz,7 RUE GASPARD MONGE 93600 AULNAY-SOUS-BOIS,93600,AULNAY-SOUS-BOIS,93,Île-de-France,43.91A,52747888700039,,,,sirene
AURELIEN SAUTRON (ASF CHARPENTE/COUVERTURE),Aurelien Sautron,20 RUE DE LA GRANDE COUR 77580 CRECY-LA-CHAPELLE,77580,CRECY-LA-CHAPELLE,77,Île-de-France,43.91A,52748669000029,,,,sirene
RAYMOND CAP,Raymond Cap,COMMUNE DE RATTACHEMENT 1 PLACE D'ITALIE 75013 PARIS,75013,PARIS,75,Île-de-France,43.91A,52800321300014,,,,sirene
EXPERIENCE BAT,Huseyin Sirin,7 RUE MICHEL GOUTIER 94380 BONNEUIL-SUR-MARNE,94380,BONNEUIL-SUR-MARNE,94,Île-de-France,43.91A,53213502700011,,,,sirene
SARL BEKOS,,8 RUE DE LA MARSEILLAISE 75019 PARIS,75019,PARIS,75,Île-de-France,43.91A,53216213800012,,,,sirene
MBT REALISATION,,64 RUE GABRIEL PERI 93200 SAINT-DENIS,93200,SAINT-DENIS,93,Île-de-France,43.91A,53333702800013,,,,sirene
SORIN ADAM,Sorin Adam,CHEZ MBOGDAN 107 RUE LA FONTAINE 94120 FONTENAY-SOUS-BOIS,94120,FONTENAY-SOUS-BOIS,94,Île-de-France,43.91A,53857892300012,,,,sirene
RIBEIRO C C M,,45 B RUE ROYALE 91330 YERRES,91330,YERRES,91,Île-de-France,43.91A,53874989600022,,,,sirene
CLEMENT MAUVAIS (M.C CHARPENTE BOIS),Clement Mauvais,3 RUE DES ROMPANS 77250 MORET-LOING-ET-ORVANNE,77250,MORET-LOING-ET-ORVANNE,77,Île-de-France,43.91A,78878428800037,,,,sirene
QUIM COUVERTURE,Joaquim Moreira luis,RUE DE LA REPUBLIQUE 94430 CHENNEVIERES-SUR-MARNE,94430,CHENNEVIERES-SUR-MARNE,94,Île-de-France,43.91A,75124460900028,,,,sirene
INTUITION BOIS,,183-189 183 AVENUE DE CHOISY 75013 PARIS,75013,PARIS,75,Île-de-France,43.91A,51949946100027,,,,sirene
LEON HORNEGG (LES TOITURES DE LEON),Leon Hornegg,20 IMPASSE DU COLOMBIER 78420 CARRIERES-SUR-SEINE,78420,CARRIERES-SUR-SEINE,78,Île-de-France,43.91A,88315261300013,,,,sirene
MIHAIL ILITA,Mihail Ilita,24 RUE DES BOULEAUX 77181 COURTRY,77181,COURTRY,77,Île-de-France,43.91A,88376906900021,,,,sirene
CMA,Mustafa Ciftci,107 AVENUE HENRI BARBUSSE 93120 LA COURNEUVE,93120,LA COURNEUVE,93,Île-de-France,43.91A,88383948200022,,,,sirene
JIMMY FONTAINE (FONTAINE JIMMY),Jimmy Fontaine,8 CHEMIN DE L’ABBAYE 77390 CHAUMES-EN-BRIE,77390,CHAUMES-EN-BRIE,77,Île-de-France,43.91A,88413118600014,,,,sirene
BPA BATIMENT (BPA BATIMENT),Bruno De souza costa,7 RUE DE CHOISY 94140 ALFORTVILLE,94140,ALFORTVILLE,94,Île-de-France,43.91A,88420988300013,,,,sirene
ARAMIS CONSTRUCT,Pavel Arama,16 RUE DES ROSSIGNOLS 77181 COURTRY,77181,COURTRY,77,Île-de-France,43.91A,88901508700014,,,,sirene
DSG CHARPENTE ET COUVERTURE,Nelson Da silva galvao,86 RUE DU MARECHAL LECLERC 91270 VIGNEUX-SUR-SEINE,91270,VIGNEUX-SUR-SEINE,91,Île-de-France,43.91A,88912875700016,,,,sirene
TIM BOIS,Eugeniu Iamandi,1 ALLEE JULES VEDRINES 93390 CLICHY-SOUS-BOIS,93390,CLICHY-SOUS-BOIS,93,Île-de-France,43.91A,85258486100037,,,,sirene
LEE ROY BECKER (ABC COUVREUR),Lee Becker,47 RUE DES MOULINS 78490 BOISSY-SANS-AVOIR,78490,BOISSY-SANS-AVOIR,78,Île-de-France,43.91A,85313785900023,,,,sirene
VAM 21,Maria Stratan,25 RUE DU PRESIDENT WILSON 93350 LE BOURGET,93350,LE BOURGET,93,Île-de-France,43.91A,89484442200010,,,,sirene
ECOSSATURE,Boris Le roy,CHEMIN DE CHAMPLAIN 94510 LA QUEUE-EN-BRIE,94510,LA QUEUE-EN-BRIE,94,Île-de-France,43.91A,89740018000021,,,,sirene
BMCS,Dominique Buet,LE PLESSIS AUX TOURNELLES HAUT 15 GRANDE RUE 77160 CHENOISE-CUCHARMOY,77160,CHENOISE-CUCHARMOY,77,Île-de-France,43.91A,89750011200023,,,,sirene
MBT CHARPENTES,,4 RUE DES CITES 93300 AUBERVILLIERS,93300,AUBERVILLIERS,93,Île-de-France,43.91A,90046970100016,,,,sirene
NORMANDIE CHARPENTE,Zafer Savas,76 GRANDE RUE 91290 ARPAJON,91290,ARPAJON,91,Île-de-France,43.91A,90059468000028,,,,sirene
RDC CHARPENTE,Jose Rodrigues da costa,20 AVENUE DE LA MARE A LA CHAISE 77330 OZOIR-LA-FERRIERE,77330,OZOIR-LA-FERRIERE,77,Île-de-France,43.91A,90064890800011,,,,sirene
ACCORE BOIS,Roch Borreill,4 RUE PAILLET 75005 PARIS,75005,PARIS,75,Île-de-France,43.91A,90086470300013,,,,sirene
CMP,Sergio Barco,39 RUE HENRI GAUTIER 93000 BOBIGNY,93000,BOBIGNY,93,Île-de-France,43.91A,90104947800026,,,,sirene
METABAT (METABAT),,35 RUE DU GENERAL FOY 75008 PARIS,75008,PARIS,75,Île-de-France,43.91A,90144433100010,,,,sirene
D.S. FRERES,Dany Diemunsch,62 RUE DE LA GARE 95190 GOUSSAINVILLE,95190,GOUSSAINVILLE,95,Île-de-France,43.91A,89865289600017,,,,sirene
EGO,Gyulhan Ibryamov,22 B RUE RAYMOND LEFEVRE 93190 LIVRY-GARGAN,93190,LIVRY-GARGAN,93,Île-de-France,43.91A,89362692900010,,,,sirene
FREDERIC PIPLARD (CCS CHARPENTE COUVERTURE SERVICES),Frederic Piplard,19 RUE DES BORDEAUX 77760 VILLIERS-SOUS-GREZ,77760,VILLIERS-SOUS-GREZ,77,Île-de-France,43.91A,51515833500015,,,,sirene
ALBERT DEFFONTAINES,Albert Deffontaines,54 RUE MOUFFETARD 75005 PARIS,75005,PARIS,75,Île-de-France,43.91A,75399286600032,,,,sirene
TMC FRANCE,Ahmet Katarci,85 B ROUTE DE GRIGNY 91130 RIS-ORANGIS,91130,RIS-ORANGIS,91,Île-de-France,43.91A,82442757900019,,,,sirene
LB3C,Xavier Belardi,3 RUE THOMAS 78440 BRUEIL-EN-VEXIN,78440,BRUEIL-EN-VEXIN,78,Île-de-France,43.91A,82461743500014,,,,sirene
TOITS POUR TOUJOURS CHARPENTIER COUVREUR (TOITS POUR TOUJOURS CHARPENTIER COUVREUR),Serghei Stinca,30 RUE DE LA VARENNE 94100 SAINT-MAUR-DES-FOSSES,94100,SAINT-MAUR-DES-FOSSES,94,Île-de-France,43.91A,82465917100014,,,,sirene
ENTREPRISE BOHLER,Patrick Bohler,6-8 6 RUE DE BELFORT 75011 PARIS,75011,PARIS,75,Île-de-France,43.91A,82475059000013,,,,sirene
FRANCILIENNE DE TOITURE ET SERVICES (- FRANCILIENNE DE TOITURE ET SERVICES -) (FTS),Franck Hantraye,2 RUE DES TERRES FORTES 77600 CHANTELOUP-EN-BRIE,77600,CHANTELOUP-EN-BRIE,77,Île-de-France,43.91A,45095504200038,,,,sirene
U.T.P.,Tayfun Pilavci,221 RUE LA FAYETTE 75010 PARIS,75010,PARIS,75,Île-de-France,43.91A,52820331800027,,,,sirene
EURL DA ENCARNACAO GAMEIRO ARMANDO (EURL DA ENCARNACAO GAMEIRO A.),Armando Da encarnacao gameiro,22 RUE DU BEL AIR 78500 SARTROUVILLE,78500,SARTROUVILLE,78,Île-de-France,43.91A,53382558400014,,,,sirene
F CHEVALLIER (F CHEVALLIER),Francois Chevallier,27 RUE DE LA BUTTE DE RHEIMS 91120 PALAISEAU,91120,PALAISEAU,91,Île-de-France,43.91A,53383687000030,,,,sirene
JML COUVERTURE (JML COUVERTURE),,31 RUE DES COURCIEUX 78570 ANDRESY,78570,ANDRESY,78,Île-de-France,43.91A,53001849800010,,,,sirene
ANTONIO MARQUES DOS SANTOS LEMOS (JSL COUVERTURE),Antonio Marques dos santos lemos,CHEZ M MARQUES LEMOS CEDRIC 12 RUE GASTON VOILLEREAU 78360 MONTESSON,78360,MONTESSON,78,Île-de-France,43.91A,53008154600026,,,,sirene
MOHAMMAD SHEIKHZADEH (IS RENOVATION TOUT CORPS D'ETAT),Mohammad Sheikhzadeh,44 RUE ANDRE BRETON 91130 RIS-ORANGIS,91130,RIS-ORANGIS,91,Île-de-France,43.91A,78841905900027,,,,sirene
ATELIERS FERDINAND (ATELIERS FERDINAND),Saban Kozan,112 AVENUE DE PARIS 94300 VINCENNES,94300,VINCENNES,94,Île-de-France,43.91A,90746817700023,,,,sirene
CLK,Civan Celik,48 RUE DE PRESLES 93300 AUBERVILLIERS,93300,AUBERVILLIERS,93,Île-de-France,43.91A,90782708300011,,,,sirene
ROMAIN LEGOUBE (STE ROMAINLEGOUBE),Romain Legoube,6 ALLEE DE MEUDON 92140 CLAMART,92140,CLAMART,92,Île-de-France,43.91A,90806172400021,,,,sirene
THOMAS GUILLAUME (LSF CHARPENTE & COUVERTURE),Thomas Guillaume,33 RUE DES BATARDS 78270 BENNECOURT,78270,BENNECOURT,78,Île-de-France,43.91A,90904605400013,,,,sirene
SAINT GRAAL CHARPENTE,Manuel Luyuvula vova nganga,6 RUE HENRI SELLIER 91700 SAINTE-GENEVIEVE-DES-BOIS,91700,SAINTE-GENEVIEVE-DES-BOIS,91,Île-de-France,43.91A,90209150300018,,,,sirene
ATELIER ECOMAISON (ATELIER ECOMAISON),Cristian Armanu,122 RUE AMELOT 75011 PARIS,75011,PARIS,75,Île-de-France,43.91A,90218796200011,,,,sirene
VALERIAN RAZMERITA,Valerian Razmerita,7 PLACE DE LA REPUBLIQUE 91170 VIRY-CHATILLON,91170,VIRY-CHATILLON,91,Île-de-France,43.91A,91300215000021,,,,sirene
RAPHAEL BERNOLD (BERNOLD CHARPENTE),Raphael Bernold,45 T AVENUE JOFFRE 94100 SAINT-MAUR-DES-FOSSES,94100,SAINT-MAUR-DES-FOSSES,94,Île-de-France,43.91A,91319097100014,,,,sirene
YAHYA YUKSEL (YAYA COUVERTURE),Yahya Yuksel,2 RUE ROALD AMUNDSEN 78200 MANTES-LA-JOLIE,78200,MANTES-LA-JOLIE,78,Île-de-France,43.91A,91335806500013,,,,sirene
LUCIEN RANKL,Lucien Rankl,44 RUE DE LA FEDERATION 93100 MONTREUIL,93100,MONTREUIL,93,Île-de-France,43.91A,91359418000014,,,,sirene
MATTEO COPPI (CCZ),Matteo Coppi,APPARTEMENT 102 5 RUE DU FOUR 77520 DONNEMARIE-DONTILLY,77520,DONNEMARIE-DONTILLY,77,Île-de-France,43.91A,91435752000016,,,,sirene
ETS RAPHAEL,Benjamin Houta,6 RUE DE CONSTANTINOPLE 75008 PARIS,75008,PARIS,75,Île-de-France,43.32A,45110716300029,,,,sirene
ASSISTANCE FRANCE HABITAT,Abdelaziz Houarat,20 AVENUE ANATOLE FRANCE 92110 CLICHY,92110,CLICHY,92,Île-de-France,43.32A,78873879700042,,,,sirene
LES OUVRIERS DE L HABITAT,,55 RUE DES MOINES 75017 PARIS,75017,PARIS,75,Île-de-France,43.32A,49393929200063,,,,sirene
A CIEL OUVERT ILE DE FRANCE,Ghislain Couplet,25 RUE DU MARECHAL FOCH 78000 VERSAILLES,78000,VERSAILLES,78,Île-de-France,43.32A,80254109400073,,,,sirene
DUTAKOTEK (DUTAKOTEK) (DUTAKOTEK),Franck Deveughele,PARC DES REFLETS BAT K 165 AVENUE DU BOIS DE LA PIE 95700 ROISSY-EN-FRANCE,95700,ROISSY-EN-FRANCE,95,Île-de-France,43.32A,48325801800033,,,,sirene
R.C.M,Carlos Mendes dias,59 ROUTE NATIONALE 20 91180 SAINT-GERMAIN-LES-ARPAJON,91180,SAINT-GERMAIN-LES-ARPAJON,91,Île-de-France,43.32A,42322127400123,,,,sirene
ISO STORE,,18 BD ST ANTOINE 78150 LE CHESNAY-ROCQUENCOURT,78150,LE CHESNAY-ROCQUENCOURT,78,Île-de-France,43.32A,32518589000044,,,,sirene
CONSTRUCTEURS ENGAGES DURABLEMENT ET RESPONSABLES POUR L'AVENIR - CEDRA (CEDRA MENUISERIE CARDINAL MOREL CHARPENTE CREATION BOIS),Jean-baptiste Gonnet,11 RUE CAMILLE DESMOULINS 92130 ISSY-LES-MOULINEAUX,92130,ISSY-LES-MOULINEAUX,92,Île-de-France,43.32A,50080884500043,,,,sirene
NOTRE DAME DECORATION CUISINES,Jean-claude Bouges,N°85 AU 87 85 AVENUE PAUL DOUMER 75016 PARIS,75016,PARIS,75,Île-de-France,43.32A,30506239000052,,,,sirene
PRO-TECH FERMETURE,Arnaud Malidin,BAT G1 8 AVENUE D’OUESSANT 91140 VILLEBON-SUR-YVETTE,91140,VILLEBON-SUR-YVETTE,91,Île-de-France,43.32A,49378246000080,,,,sirene
ENTREPRISE FRANCOIS,Jean Besson,41 RUE DES BATIGNOLLES 75017 PARIS,75017,PARIS,75,Île-de-France,43.32A,34463152800017,,,,sirene
AGENCE EUROPEENNE DE FENETRES (AEF),Arlette Ayadi,37 RUE SARRETTE 75014 PARIS,75014,PARIS,75,Île-de-France,43.32A,38205837800037,,,,sirene
MDB,Aurelien Lamour de caslou,1 RUE JEAN JAURES 94800 VILLEJUIF,94800,VILLEJUIF,94,Île-de-France,43.32A,83775606300058,,,,sirene
FRANCE FENETRES,,189 BOULEVARD VICTOR BORDIER 95370 MONTIGNY-LES-CORMEILLES,95370,MONTIGNY-LES-CORMEILLES,95,Île-de-France,43.32A,39391732300114,,,,sirene
ATOUBAIE (ATOUBAIE),,2 RUE DU NOYER AUX PERDRIX 77170 SERVON,77170,SERVON,77,Île-de-France,43.32A,39342525100070,,,,sirene
ABC,Hovig-jonas Aroyan,85 RUE DE LA CONVENTION 75015 PARIS,75015,PARIS,75,Île-de-France,43.32A,51789726000017,,,,sirene
ETABLISSEMENT LAMICHE,Daniel Lamiche,2 AV DU PRESIDENT J F KENNEDY 92160 ANTONY,92160,ANTONY,92,Île-de-France,43.32A,37954858900025,,,,sirene
RENOSTYLES (RENOSTYLES BATIMENT),,15-17 15 GRANDE RUE 93250 VILLEMOMBLE,93250,VILLEMOMBLE,93,Île-de-France,43.32A,47926356800012,,,,sirene
LE STORE PARISIEN (LE STORE PARISIEN - LA FERMETURE PARISIENNE),Jonathan Darmon,15 B RUE DE MARIGNAN 75008 PARIS,75008,PARIS,75,Île-de-France,43.32A,48469886500025,,,,sirene
BREDY SA,Vincent Lagarde,88 RUE DE RIVOLI 75004 PARIS,75004,PARIS,75,Île-de-France,43.32A,57211505300108,,,,sirene
ALLIANCE PVC,Xavier Anciaux,55 AVENUE ROGER SALENGRO 94500 CHAMPIGNY-SUR-MARNE,94500,CHAMPIGNY-SUR-MARNE,94,Île-de-France,43.32A,39856769300047,,,,sirene
DULIN ISOLATION,,39 BOULEVARD DU GENERAL LECLERC 77300 FONTAINEBLEAU,77300,FONTAINEBLEAU,77,Île-de-France,43.32A,40142577200035,,,,sirene
MV EST FRANCILIEN (MVEF),Vincent Nael,L'ERMITAGE 21 RUE DE LISBONNE 77410 CLAYE-SOUILLY,77410,CLAYE-SOUILLY,77,Île-de-France,43.32A,90238777800019,,,,sirene
PROTECTION ETUDE CONCEPT (PROTECTION ETUDE CONCEPT) (PEC),,6 RUE DES FRERES LUMIERE 78570 CHANTELOUP-LES-VIGNES,78570,CHANTELOUP-LES-VIGNES,78,Île-de-France,43.32A,34894712800115,,,,sirene
DOMINGOS MARTINS SOBREIRA,Domingos Martins sobreira,14 RUE DE LAGNY 77400 DAMPMART,77400,DAMPMART,77,Île-de-France,43.32A,34350118500049,,,,sirene
TIPEREZ,,3 RUE AMBROISE CROIZAT 91700 FLEURY-MEROGIS,91700,FLEURY-MEROGIS,91,Île-de-France,43.32A,31842462900075,,,,sirene
SOCIETE EUROPEENNE POUR L EQUIPEMENT DE L HABITAT (EUROPENERGIE RESPONSABLE) (S.E.E.H.),Jony Aranda ortiz,14 14B 14 RUE DE SILLY 92100 BOULOGNE-BILLANCOURT,92100,BOULOGNE-BILLANCOURT,92,Île-de-France,43.32A,42120270600105,,,,sirene
WAKENSON MENUISERIES (W.M),Wakenson Renelus,7 RUE DE L'ESCOUVRIER 95200 SARCELLES,95200,SARCELLES,95,Île-de-France,43.32A,53344408900072,,,,sirene
FM 77,Paulo Inacio franca,ZAC DES FOSSES NEUFS - BAT B3 6 B RUE DU PARC DES VERGERS 91250 TIGERY,91250,TIGERY,91,Île-de-France,43.32A,53102259800035,,,,sirene
ECONHOME (ECO N HOME),Willy Brassler,19 RUE DE LA MARE AU CHANVRE 91700 SAINTE-GENEVIEVE-DES-BOIS,91700,SAINTE-GENEVIEVE-DES-BOIS,91,Île-de-France,43.32A,52939133600029,,,,sirene
